"DISTINCTTERM","ABSTRACTNUMBER"
"methylprednisolone",20
"intra-abdominal",20
"indexed",20
"31.1",19
"phagocytic",19
"ozone",19
"33.5",19
"telomeric",19
"pretest",19
"relieving",19
"post-transcriptional",19
"63.5",19
"refinements",19
"downstaging",19
"amplifications",19
"resembles",19
"telomere",19
"1250",19
"instruction",19
"deduced",19
"290",19
"3,000",19
"strategic",19
"unspecific",19
"318",19
"trapping",19
"repairing",19
"lamellar",19
"353",19
"elongation",19
"prognostication",19
"psychotropic",19
"priorities",19
"omega-3",19
"births",19
".61",19
"unbiased",19
"feeling",19
"triage",19
"shapes",19
"acted",19
"19.9",19
"comfort",19
"corrections",19
"metabolizing",19
"downregulate",19
"phosphodiesterase",19
"76.5",19
"hypotensive",19
"neutralization",19
"40.3",19
"1.72",19
"homogenous",19
"reclassified",19
"sensitizing",19
"sonographic",19
"counselling",19
"beads",19
"respirable",19
"tin",19
"empiric",19
"37.1",19
"assure",19
"49.5",19
"chelator",19
"21.8",19
"recommends",19
"autoradiography",19
"p63",19
"bigger",19
"investigator",19
"barely",19
"cardiogram",19
"1.53",19
"catheter-related",19
"progenitors",19
"endometriosis",19
"complements",19
"admixed",19
"exploit",19
"proportionate",19
"consultations",19
"degrade",19
"ciliated",19
"consumers",19
"58.5",19
"248",19
"claimed",19
"forestomach",19
"precautions",19
"manipulations",19
"profession",19
"mg/m2/d",19
"unwanted",19
"follow-ups",19
"spurious",19
"associating",19
"inverted",19
"deteriorating",19
"peculiarities",19
"thyroxine",19
"bicarbonate",19
"joints",19
"wealth",19
"mounted",19
"perfect",19
"seropositive",19
"imatinib",19
"decarboxylase",19
"hypoglycemia",19
"retarded",19
"lie",19
"circumvent",19
"alleviated",19
"radiolabelled",19
"34.4",19
"ad",19
"inaccurate",19
"cardio",19
"communicating",19
"1.42",19
"holter",19
"minerals",19
"precipitation",19
"billion",19
"peptic",19
"filament",19
"evenly",19
"mutagenesis",19
"microangiopathy",19
"well-recognized",19
"ventriculograms",19
"coil",19
"neo-adjuvant",19
"multistage",19
"39-year-old",19
"41.2",19
"universally",19
"mu",19
"immunology",19
"intention-to-treat",19
"extrapleural",19
"conformational",19
"cardiorenal",19
"seventy-one",19
"underscore",19
"passing",19
"convergence",19
"enthusiasm",19
"40.5",19
"postural",19
"disc",19
"robustness",19
"masked",19
"amrubicin",19
"mesh",19
"lymphangiogenesis",19
"equine",19
"ns",19
"fluorodeoxyglucose-positron",19
"rim",19
"scavenging",19
"osteosarcomas",19
"scatter",19
"eighty-four",19
"acuity",19
"apolipoprotein",19
"22.0",19
"factor-related",19
"disappear",19
"80.0",19
"constants",19
"cm/s",19
"empirically",19
"cross-complementation",19
".48",19
"transactivation",19
"enhancer",19
"post-operatively",19
"33.6",19
"scalene",19
"colour",19
"tips",19
"prostacyclin",19
"price",19
"represses",19
"sestamibi",19
"pill",19
"destructive",19
"phagocytosis",19
"coma",19
"underscores",19
"replicated",19
"azathioprine",19
"23.7",19
"18.0",19
"289",19
"neighboring",19
"hospice",19
"65.8",19
"tenth",19
"upright",19
"end-diastole",19
"donation",19
"page",19
"community-dwelling",19
"34.5",19
"certification",19
"64.7",19
"fentanyl",19
"analyzer",19
"attain",19
"await",19
"summed",19
"1.34",19
"heparin-induced",19
"winter",19
"receptor-mediated",19
"420",19
"myxedema",19
"legs",19
"chylous",19
"beneficiaries",19
"plates",19
"gangliosides",19
"occipital",19
"reuptake",19
"sorafenib",19
"desorption/ionization",19
"bronchogram",19
"deregulated",19
"variably",19
".025",19
"20.1",19
"adriamycin-induced",19
"intramedullary",19
"comprehensively",19
"genital",19
"lipid-lowering",19
"backgrounds",19
"fingers",19
"insult",19
"side-effect",19
"36.8",19
"bundle-branch",19
"32-year-old",19
"folic",19
"thinning",19
"ambiguous",19
"duplex",19
"gauge",19
"242",19
"precipitate",19
"29.5",19
"omission",19
"psychologic",19
"nitroprusside",19
"once-daily",19
"metaplastic",19
"nonsmoker",19
"leptomeningeal",19
".008",19
"assembly",19
"bronchoplasty",19
"patient-years",19
"29.6",19
"alternans",19
"two-fold",18
"invisible",18
"223",18
"customized",18
"sarcomere",18
"tumor-induced",18
"nonparametric",18
"58.7",18
"271",18
"immobilized",18
"proliferations",18
"technics",18
"alcoholics",18
"excitation-contraction",18
".36",18
"immunoassays",18
"bicuspid",18
"pending",18
"electrically",18
"coronal",18
"depiction",18
"narrowed",18
"ankylosing",18
"3-hour",18
"cerebellum",18
"holistic",18
"gastrin",18
"affinities",18
"lymphoepithelioma-like",18
"beriberi",18
"preparticipation",18
"pseudolymphoma",18
"closest",18
"bizarre",18
"curatively",18
"inadequately",18
"non-ischemic",18
"carotenoids",18
",6",18
"six-month",18
"norms",18
"95.2",18
"+2",18
"sinoatrial",18
"recanalization",18
"radioresistance",18
"compressed",18
"bilobectomies",18
"paclitaxel/carboplatin",18
"motivated",18
"weaknesses",18
"plexus",18
"33.1",18
"prevalences",18
"dilemmas",18
"senior",18
"homeostatic",18
"argue",18
"sensation",18
"47.3",18
"matrices",18
"1.80",18
"deployed",18
"lysozyme",18
"hypokinetic",18
".67",18
"evidently",18
".84",18
"reacting",18
"caregiver",18
"fragmented",18
"stethoscope",18
"77.8",18
"25.8",18
"attempting",18
"matrix-assisted",18
"esters",18
"1.96",18
"non-coronary",18
"microwave",18
"hyperbaric",18
"43.8",18
"execution",18
"17.7",18
"80-year-old",18
"particulates",18
"over-all",18
"causally",18
"daughter",18
"spindle-shaped",18
"lean",18
"single-lung",18
"space-occupying",18
"tegafur",18
"acceptability",18
"affords",18
"36-year-old",18
"mmol",18
"aspirate",18
"polymorphonuclear",18
"tomograms",18
"polyneuropathy",18
"inclusive",18
"56.3",18
"operational",18
"underlines",18
"sp",18
"hypoplasia",18
"95.8",18
"obstructed",18
"twice-daily",18
"remarks",18
"anemic",18
"258",18
"glucagon",18
"20.9",18
"bullae",18
"myelodysplastic",18
"engagement",18
"transcriptionally",18
"roentgenography",18
"divide",18
"advise",18
"43.5",18
"altitude",18
"inactivating",18
"33.7",18
".46",18
"hilus",18
"unmet",18
"seeds",18
"spheroid",18
"oxidant",18
"dacarbazine",18
"well-circumscribed",18
"mutation-positive",18
"pleuritic",18
"long-acting",18
"nanoparticle",18
"32.7",18
"27.7",18
"lend",18
"graphical",18
"inducers",18
"lysed",18
"sister",18
"cross-clamping",18
"exacerbate",18
"24.9",18
"averages",18
"227",18
"sensors",18
"39.3",18
"12-year",18
"carinii",18
"lymphnode",18
"dextran",18
"island",18
"cotinine",18
"summer",18
"ganglia",18
"77.5",18
"counter",18
"rearranged",18
"237",18
"2-h",18
"regimes",18
"jaundice",18
"attracted",18
"309",18
"expandable",18
"ranked",18
"disequilibrium",18
"seeks",18
"56.8",18
"tumour-bearing",18
"embolisation",18
"thrombogenic",18
"percutaneously",18
"2.75",18
"down-regulate",18
"succinate",18
"carbonyl",18
".35",18
"uniquely",18
"categorised",18
"afterloading",18
"afford",18
"returning",18
"eighty-one",18
"retroperitoneum",18
"32.1",18
"caloric",18
"phosphocreatine",18
"kg/m2",18
"delineating",18
"apoprotein",18
"arena",18
"manganese",18
"contrasts",18
"diluted",18
"rough",18
"adhered",18
"contexts",18
"iodinated",18
"264",18
"dimethyl",18
"ethics",18
"297",18
"observable",18
"negativity",18
"intriguing",18
"dermal",18
"244",18
"covariance",18
"cuboidal",18
"solve",18
"microdissection",18
"scaffold",18
"1/3",18
"eat",18
"p.o",18
"335",18
"stem/progenitor",18
"27.4",18
"phenotyping",18
"osteomyelitis",18
"initiates",18
"twins",18
"interleukin-1",18
"lymphangitis",18
"replicate",18
"descent",18
"nmol",18
"aldehyde",18
"30-40",18
"breakdown",18
"coherence",18
"eosinophils",18
"re-evaluated",18
"48.4",18
"pretransplant",18
"thromboxane",18
"derangements",18
"316",18
"cation",18
"hundreds",18
"bidimensional",18
"bystander",18
"endothelin",18
"pyruvate",18
"intubated",18
"affective",18
"1.88",18
"incorrectly",18
"lose",18
"70.6",18
"optimise",18
"neuropsychological",18
"traces",18
"circuits",18
"33.9",18
"vehicles",18
"disabled",18
"ostium",18
"reverses",18
"78.6",18
"contributors",18
"unexposed",18
"saphenous",18
"-17",18
"clearing",18
"renin-angiotensin-aldosterone",18
"case-referent",18
"nonsustained",18
"palliate",18
"mitoses",18
"micrometastatic",18
"48.7",18
"pericardiocentesis",18
"complemented",18
"308",18
"23.2",18
"precludes",18
"e-cadherin",18
"26.1",18
"cone",18
".51",18
"monomorphic",18
"angiocardiographic",18
"irregularity",18
"mention",18
"elastase",18
"protamine",18
"38.1",18
"migratory",18
"carbamate",18
".38",18
"1.78",18
"29.2",18
"recursive",18
"desaturation",18
"intensively",18
"p-stage",18
"unity",18
"31.4",18
"pediatrics",18
"abusers",18
"-18",18
"atherothrombotic",17
"marks",17
"featured",17
"17p",17
"myofibrils",17
"375",17
"anthropometric",17
"kg-1",17
"resistance-associated",17
"uncover",17
"vocational",17
"cruciferous",17
"92.9",17
"inductive",17
"adjuvants",17
"futile",17
"emphysematous",17
"physics",17
".18",17
"269",17
"fivefold",17
"7-day",17
"rho",17
"mitigated",17
"optimisation",17
"61.1",17
"radius",17
"bidirectional",17
"64.8",17
"2.16",17
"end-of-life",17
"disabilities",17
"clear-cut",17
"discernible",17
"sialyl",17
"monophasic",17
"15-20",17
"internalization",17
"eighty-eight",17
"heparinization",17
"uracil",17
"atmospheric",17
"appendages",17
"1.41",17
"instilled",17
"debilitating",17
"cross-linked",17
"30th",17
"hyperthyroid",17
"aneurysmectomy",17
"dissolved",17
".63",17
"spatially",17
"multiagent",17
"volumetry",17
"cognate",17
"non-toxic",17
"25.2",17
"externally",17
"40-60",17
"wait",17
"envelope",17
"2.24",17
"age-standardized",17
"kills",17
"mum",17
"proteolysis",17
"kawasaki",17
"elongated",17
"6000",17
"52.9",17
"reagents",17
"dose-intensity",17
"64.5",17
"insertions",17
"impending",17
"-30",17
"judicious",17
"bupivacaine",17
"long-chain",17
"stressors",17
"recovering",17
"biochemically",17
"mg/l",17
"carbohydrates",17
"intent-to-treat",17
"46.4",17
"hemisphere",17
"unremarkable",17
"pace",17
"35.6",17
"extravascular",17
"isotype",17
"42.8",17
"transcriptome",17
"paradigms",17
"undertake",17
"1.58",17
"accompany",17
"poor-risk",17
"time-of-flight",17
"technetium",17
"-1.1",17
"diagnostically",17
"64-slice",17
"unified",17
"grounds",17
"pains",17
"0.052",17
"junior",17
"campaigns",17
"obscured",17
"bronchography",17
"1.56",17
"1.60",17
"sheet",17
"seminoma",17
"histotype",17
"noticeable",17
"accumulates",17
"exit",17
"granted",17
"cartilaginous",17
"fungus",17
"standpoint",17
"bond",17
"51.2",17
"readmitted",17
"radiosensitive",17
"exhaustion",17
".20",17
"aggravated",17
"accept",17
"41.3",17
"tiny",17
"cautiously",17
"63.6",17
"phonocardiogram",17
"glutamine",17
"chemosensitive",17
"proving",17
"suppurative",17
"outstanding",17
"32.6",17
"29.9",17
"amorphous",17
"evolutionary",17
"encompasses",17
"responsibilities",17
"3-day",17
"youth",17
"fissure",17
"insert",17
"93.3",17
".012",17
"anteroposterior",17
"metastasis-associated",17
"subclassification",17
"polyethylene",17
".62",17
"multiplied",17
"polymerization",17
"deafness",17
"intra-arterial",17
"wrong",17
"365",17
"hypermethylated",17
"39.5",17
"informations",17
"cross-resistant",17
"anticipate",17
"makers",17
"2.36",17
"islands",17
"centered",17
"diltiazem",17
"ultrafiltration",17
"ahead",17
"2.13",17
"1.74",17
"vocal",17
"28.4",17
"consulting",17
"obliteration",17
"employ",17
"myopathies",17
"forearm",17
"secure",17
"40.6",17
"urethane-induced",17
"wasting",17
"delirium",17
"anginal",17
"quiescent",17
"echogenic",17
"homogeneously",17
"calf",17
"four-chamber",17
"278",17
"monitors",17
"aspirations",17
"aprotinin",17
"crossing",17
"manifests",17
"macromolecular",17
"2.48",17
"257",17
"revolutionized",17
"downstaged",17
"0.5-1",17
"insoluble",17
"20,000",17
"extrapolated",17
"issued",17
"reproduce",17
"22.8",17
"autoimmunity",17
"specialties",17
"discontinuous",17
"immobilization",17
"desmosomes",17
"visualisation",17
"in-vivo",17
"auditory",17
"0.040",17
"20-year",17
"duty",17
"68.8",17
"42.1",17
"overdiagnosis",17
"prothrombotic",17
"pieces",17
"agency",17
"isolate",17
"antiviral",17
"distinguishable",17
"elevate",17
"alongside",17
"childbearing",17
"translocations",17
"periodically",17
"leptin",17
"provincial",17
"37-year-old",17
"76.9",17
"conjugation",17
"panic",17
"metaphase",17
"i.m",17
"regionally",17
"obtainable",17
"0.0015",17
"nonseminomatous",17
"temporarily",17
"hypothalamus",17
"anticoagulated",17
"50,000",17
"69.2",17
"cell-free",17
"discriminative",17
"myc",17
"diuresis",17
"secular",17
"notch",17
"deployment",17
"striated",17
"31.5",17
"cannula",17
"inequalities",17
"involvements",17
"energetic",17
"deformity",17
"unfractionated",17
"complexed",17
"crest",17
"microvilli",17
"hemothorax",17
"tracked",17
"dangers",17
"314",17
"overloading",17
"coenzyme",17
"78.9",17
"cardiocirculatory",17
"intolerable",17
"79.2",17
"unhealthy",17
"37.3",17
"shocks",17
"hemiblock",17
"adenoviruses",17
"1.49",17
"diffusion-weighted",17
"pocket",17
"tumor-cell",17
"73.5",17
"phenethyl",17
"classifiers",17
"coincident",17
".72",17
"1.77",17
"concert",17
"emphasise",17
"polyamine",17
"matters",17
"deserve",17
"cirrhotic",17
"1953",17
"haematopoietic",17
"methodologic",17
"multi-organ",17
"sleeping",17
"electrocardiograph",17
"beta-tubulin",17
"36.1",17
"23.0",17
"retrovirus",17
"bacilli",17
"cisplatin/etoposide",17
"mainstream",17
"ensuing",17
"compact",17
"insufflation",17
"confronted",17
"fibreoptic",17
"26.6",17
"inhibitor-1",17
".23",17
"5,000",17
"shortage",17
".52",17
"days/week",17
"36.5",17
"posture",17
"mycobacterial",17
"1.04-1",17
"dodecyl",17
"destroyed",17
"intranuclear",17
"inquiry",17
"80.5",17
"41.9",17
"lithium",17
"nonselective",17
"neoplasias",17
"aphasia",17
"interfered",17
"delaying",17
"catabolism",17
"246",17
"paradox",17
"phosphatidylcholine",16
".47",16
"fats",16
"retraction",16
"pectus",16
"eighty-six",16
"up-to-date",16
"behave",16
"54.8",16
"unpublished",16
"lymphangitic",16
"performances",16
"node-negative",16
"multiforme",16
".30",16
"cosmetic",16
"4,5-dimethylthiazol-2-yl",16
"glue",16
"lying",16
"43-year-old",16
"287",16
"phonocardiographic",16
"non-invasively",16
"s-1",16
"quiet",16
"censored",16
"sides",16
"insulation",16
"eosinophil",16
"resect",16
"anamnesis",16
"purine",16
"reportedly",16
"summarizing",16
"adaptations",16
"multifaceted",16
"prostatectomy",16
"254",16
"scientifically",16
"assisting",16
"32.2",16
"reaches",16
"73.6",16
"m-2",16
"relying",16
"telemetry",16
"taxol",16
"burns",16
"unequivocally",16
".22",16
"274",16
"chemotherapy-related",16
"30.6",16
"chicken",16
"players",16
"widened",16
"explorations",16
"15.9",16
"polymer",16
"pro-brain",16
"lineages",16
"beta-receptor",16
"solubility",16
"never-smoking",16
"diminution",16
"regenerate",16
"culturally",16
"tetracycline",16
"metoprolol",16
"burst",16
"fragility",16
"arteriopathy",16
"basaloid",16
"stressful",16
"27.9",16
"littermates",16
"atheroma",16
"pleiotropic",16
"b-type",16
"walked",16
"rads",16
"dispersed",16
"scintillation",16
"bland",16
"calibrated",16
"asynergy",16
"invariant",16
"convex",16
"growth-inhibitory",16
"arthralgia",16
"growth-promoting",16
"printed",16
"reaction-restriction",16
"35.8",16
"psychosomatic",16
"tumor-suppressor",16
"recombination",16
"lowers",16
"favouring",16
"rituximab",16
"84.4",16
"seventy-seven",16
"cell-surface",16
"familiarity",16
"relied",16
"62.2",16
"prospect",16
"cell-specific",16
"kg/m",16
"half-lives",16
"groupings",16
"phosphoinositide",16
"1959",16
"multinucleated",16
"beta-thalassemia",16
"antagonized",16
"dislocation",16
"worthy",16
"intratracheally",16
"1.86",16
"canadian",16
"bilaterally",16
"exfoliative",16
"43.2",16
